county,date,icu_avail,icu_total,med_avail,med_total,ped_avail,ped_total,pic_avail,pic_total,covid_patients,covid_vents,vents_use,vents,icu_avail_mean,icu_total_mean,med_avail_mean,med_total_mean,ped_avail_mean,ped_total_mean,pic_avail_mean,pic_total_mean,covid_patients_mean,covid_vents_mean,vents_use_mean,vents_mean,icu_percent,med_percent,ped_percent,pic_percent,covid_icu,covid_icu_mean,county_fips,latitude,longitude
Wayne,2020-06-04T00:00:00Z,6,8,21,23,0,0,0,0,0,0,1,9,4.2,8,22.4,23,0,0,0,0,0.3,0,0.1,9,75,91.3,NA,NA,NA,NA,42127,41.64969805,-75.3051535
Butler,2020-06-05T00:00:00Z,17,17,75,131,0,0,0,0,1,1,9,28,14.7,17.4,88,116.4,0,0,0,0,2,0.7,5,28,100,57.3,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Allegheny,2020-06-05T00:00:00Z,185,817,753,3155,93,247,6,48,54,10,201,860,180.1,795.7,881.4,3076.8,112.2,246,14,48,53.6,12.5,194.9,860.6,22.6,23.9,37.7,12.5,NA,NA,42003,40.46735543,-79.98619843
Cameron,2020-06-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42023,41.43880265,-78.20916932
Clarion,2020-06-05T00:00:00Z,3,5,13,25,0,0,0,0,0,0,0,4,2.9,5,14.9,25,0,0,0,0,4.9,0,0,4,60,52,NA,NA,NA,NA,42031,41.19279129,-79.42483608
Bedford,2020-06-05T00:00:00Z,4,4,26,41,0,0,0,0,0,0,0,8,4,4,26.6,40.5,0,0,0,0,0,0,0,8,100,63.4,NA,NA,NA,NA,42009,40.00737536,-78.49116474
Carbon,2020-06-05T00:00:00Z,2,6,11,40,0,0,0,0,1,0,0,3,1.3,6,8.2,40,0,0,0,0,0.8,0,1.1,3,33.3,27.5,NA,NA,NA,NA,42025,40.91936701,-75.71107039
Armstrong,2020-06-05T00:00:00Z,8,12,56,81,0,0,0,0,1,0,1,6,7.6,12,50.9,81,0,0,0,0,1.6,0,1.4,6,66.7,69.1,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Clearfield,2020-06-05T00:00:00Z,2,25,6,75,0,0,0,0,0,0,2,22,3.4,26.4,7.6,81.3,2.6,3.9,0,0,0.1,0,2.5,21.6,8,8,NA,NA,NA,NA,42033,41.000429,-78.47558343
Beaver,2020-06-05T00:00:00Z,4,13,17,93,0,0,0,0,2,1,1,15,4.3,15.5,12.2,108.3,0,0,0,0,2.2,0.1,0.8,15,30.8,18.3,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Chester,2020-06-05T00:00:00Z,47,102,145,556,11,11,0,0,57,12,17,135,54.9,105.4,136.4,588.8,9.7,11,0,0,73.7,11.6,21.9,133.3,46.1,26.1,100,NA,NA,NA,42029,39.97487056,-75.75626498
Bradford,2020-06-05T00:00:00Z,13,38,24,195,0,0,0,0,1,0,7,36,17,38,27.4,190.4,0,0,0,0,2.1,0.3,7.9,36.7,34.2,12.3,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Cambria,2020-06-05T00:00:00Z,17,68,106,256,7,7,0,0,3,1,13,60,22.3,68,121.4,256,6.6,7,0,0,2.1,1,12.6,60,25,41.4,100,NA,NA,NA,42021,40.49127491,-78.71894174
Adams,2020-06-05T00:00:00Z,2,8,8,60,0,0,0,0,0,0,1,4,3.6,8.9,22.5,58.4,0,0,0,0,0.6,0,0.4,6.1,25,13.3,NA,NA,NA,NA,42001,39.87209565,-77.22224271
Bucks,2020-06-05T00:00:00Z,24,78,267,739,15,19,0,0,54,14,29,126,36.1,78,308.1,744.9,17,19,0,0,51.2,14.1,27.4,126,30.8,36.1,78.9,NA,NA,NA,42017,40.33501133,-75.11291241
Centre,2020-06-05T00:00:00Z,12,24,18,131,6,6,0,0,4,0,2,26,10.9,24,34.7,118,5.5,6,0,0,5.5,0,1.1,26,50,13.7,100,NA,NA,NA,42027,40.9193135,-77.82500112
Blair,2020-06-05T00:00:00Z,20,142,80,249,0,12,0,0,6,3,15,38,34.1,140.3,91.1,244.5,0.1,12,0,0,6.8,3.6,15.3,38,14.1,32.1,0,NA,NA,NA,42013,40.48555024,-78.34907687
Clinton,2020-06-05T00:00:00Z,0,0,23,28,0,0,0,0,0,0,0,3,0,0,18.2,27.8,0,0,0,0,0,0,0,3,NA,82.1,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Berks,2020-06-05T00:00:00Z,20,61,133,523,22,25,0,0,30,6,19,134,18.5,57.5,122.2,524.9,19.6,24.7,0,0,49.6,5.4,19.8,133.9,32.8,25.4,88,NA,NA,NA,42011,40.41939635,-75.93077327
Greene,2020-06-05T00:00:00Z,0,0,2,12,0,0,0,0,0,0,0,5,0,0,6,14.1,0,0,0,0,0,0,0,5,NA,16.7,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Elk,2020-06-05T00:00:00Z,6,7,5,19,0,0,0,0,0,0,0,5,6.2,7,4.2,19,0,0,0,0,0,0,0,5,85.7,26.3,NA,NA,NA,NA,42047,41.42819416,-78.64947713
Huntingdon,2020-06-05T00:00:00Z,7,7,43,50,0,0,0,0,0,0,0,4,5.4,7,38.5,50,0,0,0,0,0,0,0,4,100,86,NA,NA,NA,NA,42061,40.416105,-77.9827661
Jefferson,2020-06-05T00:00:00Z,4,5,37,60,0,0,0,0,0,0,0,17,3.4,5,41.1,60,0,0,0,0,0,0,0,17,80,61.7,NA,NA,NA,NA,42065,41.13139091,-79.00101814
Franklin,2020-06-05T00:00:00Z,15,34,85,219,5,6,0,0,11,5,12,24,12.6,34,95.1,219,5.4,6,0,0,25.1,6.8,11.1,24,44.1,38.8,83.3,NA,NA,NA,42055,39.92786197,-77.72398845
Juniata,2020-06-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Erie,2020-06-05T00:00:00Z,46,170,121,513,11,19,0,0,12,1,42,157,43.5,170,140.6,524.4,11.3,19,0,0,10.9,1.4,41.6,156.1,27.1,23.6,57.9,NA,NA,NA,42049,41.99413787,-80.0407591
Forest,2020-06-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Cumberland,2020-06-05T00:00:00Z,39,88,64,348,0,4,0,0,26,4,23,79,44.4,88,60.4,348,0,4,0,0,26.3,4.6,20.3,77.6,44.3,18.4,0,NA,NA,NA,42041,40.16759839,-77.26866271
Fayette,2020-06-05T00:00:00Z,9,15,75,127,0,0,0,0,0,0,6,23,8.9,15,86.9,127,0,0,0,0,0,0,6,23,60,59.1,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Columbia,2020-06-05T00:00:00Z,11,14,27,36,0,0,0,0,0,0,0,12,10.4,13.3,27.1,34.4,0,0,0,0,0,0,0,12,78.6,75,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Crawford,2020-06-05T00:00:00Z,7,18,70,138,6,6,0,0,0,0,3,24,8.2,18,85.4,138,5.5,6,0,0,0,0,1.1,24,38.9,50.7,100,NA,NA,NA,42039,41.68546907,-80.11321083
Indiana,2020-06-05T00:00:00Z,4,12,49,102,0,0,0,0,1,1,3,22,5.5,12,46.9,102,0,0,0,0,0.7,0.4,1.4,22,33.3,48,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Dauphin,2020-06-05T00:00:00Z,24,185,31,463,10,70,4,18,46,10,60,138,40.9,184.1,47.7,451.3,14.1,69.4,6.3,18,50.8,9.9,58.9,139.8,13,6.7,14.3,22.2,NA,NA,42043,40.41974636,-76.77960568
Fulton,2020-06-05T00:00:00Z,0,0,11,21,0,0,0,0,0,0,0,4,0,0,7.4,21,0,0,0,0,0,0,0,4,NA,52.4,NA,NA,NA,NA,42057,39.92487511,-78.11485045
Delaware,2020-06-05T00:00:00Z,18,80,127,475,2,8,0,0,47,5,57,168,23.1,81.4,133.6,504.6,2.4,6.6,0,0,82.4,17.4,58.9,167.7,22.5,26.7,25,NA,NA,NA,42045,39.91657867,-75.40627712
Mifflin,2020-06-05T00:00:00Z,21,39,35,58,0,0,0,0,0,0,2,15,14.1,26.6,38.2,70.4,0,0,0,0,0,0,1.7,15,53.8,60.3,NA,NA,NA,NA,42087,40.61274928,-77.62003089
Montgomery,2020-06-05T00:00:00Z,140,339,367,1480,30,35,0,0,171,49,91,306,130.3,353.7,379.9,1415.6,27.7,31.1,0,0,206.3,53.6,95.9,306,41.3,24.8,85.7,NA,NA,NA,42091,40.20989874,-75.37252001
Montour,2020-06-05T00:00:00Z,16,130,45,267,14,36,4,14,10,1,26,187,23.2,125,48.6,267,8.4,36,7.4,14,14.1,2.5,29.2,187,12.3,16.9,38.9,28.6,NA,NA,42093,41.02801824,-76.66470527
McKean,2020-06-05T00:00:00Z,5,10,25,38,17,29,0,0,0,0,0,8,4.1,10,23.9,38,15.7,29,0,0,0,0,0.2,8,50,65.8,58.6,NA,NA,NA,42083,41.81037074,-78.5712202
Lebanon,2020-06-05T00:00:00Z,10,18,38,110,0,0,0,0,7,0,1,12,9.7,18.1,41.8,105.6,0,0,0,0,7.7,0.8,1.1,12.4,55.6,34.5,NA,NA,NA,NA,42075,40.367597,-76.46182575
Lawrence,2020-06-05T00:00:00Z,4,12,47,114,0,0,0,0,0,0,4,24,5.6,11.8,59.3,109.7,0,0,0,0,0.5,0.2,7.4,24,33.3,41.2,NA,NA,NA,NA,42073,40.99325035,-80.33754114
Luzerne,2020-06-05T00:00:00Z,13,60,70,390,6,7,0,0,16,1,18,133,15.9,87.9,68.5,384.1,5.1,7,0,0,36.1,3.6,16.5,133,21.7,17.9,85.7,NA,NA,NA,42079,41.17836439,-75.9919961
Northampton,2020-06-05T00:00:00Z,7,21,18,144,0,0,0,0,11,0,4,25,8.9,21,18,142.6,0,0,0,0,13.7,0,2.4,25,33.3,12.5,NA,NA,NA,NA,42095,40.7545954,-75.31263726
Lancaster,2020-06-05T00:00:00Z,15,91,123,518,24,29,0,0,52,8,30,172,18.1,90.9,140.2,523.1,24.3,29,0,0,53.9,7.6,29.5,169.5,16.5,23.7,82.8,NA,NA,NA,42071,40.04590796,-76.25138768
Lehigh,2020-06-05T00:00:00Z,27,172,89,1114,14,89,7,13,87,16,71,236,27.1,177.1,113.3,1134.6,23,89,4.9,13,114.8,17.9,67.1,236,15.7,8,15.7,53.8,NA,NA,42077,40.61464794,-75.60099481
Monroe,2020-06-05T00:00:00Z,13,36,2,240,1,16,0,0,3,0,9,24,4.7,36,16.2,240,0.4,16,0,0,5,0.2,3.9,24,36.1,0.8,6.2,NA,NA,NA,42089,41.06091787,-75.34083603
Lycoming,2020-06-05T00:00:00Z,4,56,93,206,1,7,0,0,4,0,3,40,8.1,56,104.1,207.7,1.5,7,0,0,5.5,0.3,3,40,7.1,45.1,14.3,NA,NA,NA,42081,41.34459792,-77.06942457
Lackawanna,2020-06-05T00:00:00Z,10,50,33,345,10,22,0,0,14,2,16,119,11.6,57.1,35.1,333.4,7.7,22,0,0,19.9,4.3,14.4,119,20,9.6,45.5,NA,NA,NA,42069,41.43910064,-75.61218345
Mercer,2020-06-05T00:00:00Z,17,34,235,315,0,0,0,0,0,0,0,45,20.9,34,228.4,310.3,0,0,0,0,0.4,0,0,45,50,74.6,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Potter,2020-06-05T00:00:00Z,6,6,27,39,0,0,0,0,0,0,0,8,4.8,6,28.2,39,0,0,0,0,0,0,0,8,100,69.2,NA,NA,NA,NA,42105,41.74420644,-77.89879229
Somerset,2020-06-05T00:00:00Z,31,46,106,136,0,0,0,0,1,0,0,18,33.1,46,107.5,136,0,0,0,0,1,0,0,21.6,67.4,77.9,NA,NA,NA,NA,42111,39.97146299,-79.03100206
Snyder,2020-06-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42109,40.77113737,-77.07255968
Schuylkill,2020-06-05T00:00:00Z,4,16,22,123,7,9,0,0,2,0,4,10,5,16,25.4,123,6.2,9,0,0,4.7,0,3.1,10,25,17.9,77.8,NA,NA,NA,42107,40.70751243,-76.22332385
Pike,2020-06-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42103,41.332572,-75.03270924
Perry,2020-06-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42099,40.40415317,-77.25907385
Northumberland,2020-06-05T00:00:00Z,2,7,17,40,0,0,0,0,0,0,1,4,3.1,7,21.4,40,0,0,0,0,0.3,0,1,4,28.6,42.5,NA,NA,NA,NA,42097,40.85150926,-76.71188423
Philadelphia,2020-06-05T00:00:00Z,182,831,773,3809,42,100,59,261,345,86,397,1444,193.7,851.9,965.1,3854.1,52.3,93.8,42.9,254.6,432,112.6,402.2,1459.4,21.9,20.3,42,22.6,NA,NA,42101,40.00444354,-75.140236
Sullivan,2020-06-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42113,41.4480994,-76.5147922
Wyoming,2020-06-05T00:00:00Z,6,6,35,38,0,0,0,0,0,0,0,3,6,6,36.1,38,0,0,0,0,0,0,0,3,100,92.1,NA,NA,NA,NA,42131,41.51892488,-76.01813003
Union,2020-06-05T00:00:00Z,5,8,10,62,8,8,0,0,6,0,0,25,4.4,8,25.9,62,7.9,8,0,0,2.9,0,0.8,25,62.5,16.1,100,NA,NA,NA,42119,40.96473131,-77.06415803
Washington,2020-06-05T00:00:00Z,8,38,69,258,0,0,0,0,0,0,6,32,11.5,39,53.3,227.3,0,0,0,0,0,0,7.9,32.9,21.1,26.7,NA,NA,NA,NA,42125,40.19109663,-80.25180083
Westmoreland,2020-06-05T00:00:00Z,36,79,66,343,0,0,0,0,1,0,12,89,39.5,79,125.6,343,0,0,0,0,1.7,0.1,9.2,89,45.6,19.2,NA,NA,NA,NA,42129,40.310315,-79.47134118
Venango,2020-06-05T00:00:00Z,19,48,38,64,0,0,0,0,1,0,1,13,24.8,48.4,40.3,64.2,0,0,0,0,0.1,0,0.2,13,39.6,59.4,NA,NA,NA,NA,42121,41.40341259,-79.76286561
York,2020-06-05T00:00:00Z,14,107,87,528,16,19,0,0,27,4,35,135,25.7,106.5,107.7,523.4,14.9,19,0,0,26.5,4.1,36.7,138.7,13.1,16.5,84.2,NA,NA,NA,42133,39.92192531,-76.72576052
Wayne,2020-06-05T00:00:00Z,5,8,18,23,0,0,0,0,0,0,0,9,4.1,8,22,23,0,0,0,0,0.3,0,0.1,9,62.5,78.3,NA,NA,NA,NA,42127,41.64969805,-75.3051535
Susquehanna,2020-06-05T00:00:00Z,0,0,22,46,0,0,0,0,0,0,0,3,0,0,23.3,46,0,0,0,0,0.5,0,0,3,NA,47.8,NA,NA,NA,NA,42115,41.8205686,-75.80250303
Warren,2020-06-05T00:00:00Z,3,6,11,24,2,2,0,0,0,0,0,3,1.7,6,4.8,23.6,1.8,2,0,0,0,0,0,3,50,45.8,100,NA,NA,NA,42123,41.81675237,-79.27858158
Tioga,2020-06-05T00:00:00Z,3,6,23,44,0,0,0,0,1,0,0,27,3.4,6,26.9,43.4,0,0,0,0,0.1,0,0,27,50,52.3,NA,NA,NA,NA,42117,41.77333834,-77.25788076
Clinton,2020-06-06T00:00:00Z,0,0,23,28,0,0,0,0,0,0,0,3,0,0,18.6,27.8,0,0,0,0,0,0,0,3,NA,82.1,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Chester,2020-06-06T00:00:00Z,62,104,125,593,10,11,0,0,53,13,18,135,54.9,105.4,136.4,588.8,9.6,11,0,0,71.4,11.5,21.5,133.4,59.6,21.1,90.9,NA,NA,NA,42029,39.97487056,-75.75626498
Allegheny,2020-06-06T00:00:00Z,210,819,820,3144,97,242,4,48,51,9,203,856,182.1,798.7,863.7,3082.2,111.2,245.7,13.3,48,53.4,12.1,195.1,860.4,25.6,26.1,40.1,8.3,NA,NA,42003,40.46735543,-79.98619843
Clarion,2020-06-06T00:00:00Z,2,5,12,25,0,0,0,0,0,0,0,4,2.8,5,14.8,25,0,0,0,0,4.6,0,0,4,40,48,NA,NA,NA,NA,42031,41.19279129,-79.42483608
Butler,2020-06-06T00:00:00Z,17,17,83,126,0,0,0,0,1,1,7,28,14.8,17.5,87.4,117.4,0,0,0,0,1.9,0.8,5.4,28,100,65.9,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Bedford,2020-06-06T00:00:00Z,4,4,31,42,0,0,0,0,0,0,0,8,4,4,26.8,40.9,0,0,0,0,0,0,0,8,100,73.8,NA,NA,NA,NA,42009,40.00737536,-78.49116474
Cameron,2020-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42023,41.43880265,-78.20916932
Blair,2020-06-06T00:00:00Z,24,142,90,249,0,12,0,0,6,3,15,38,33.4,140.6,90.5,244.8,0.1,12,0,0,6.7,3.6,15.3,38,16.9,36.1,0,NA,NA,NA,42013,40.48555024,-78.34907687
Carbon,2020-06-06T00:00:00Z,2,6,11,40,0,0,0,0,1,0,0,3,1.4,6,8.2,40,0,0,0,0,0.9,0,1.1,3,33.3,27.5,NA,NA,NA,NA,42025,40.91936701,-75.71107039
Bucks,2020-06-06T00:00:00Z,33,78,263,739,17,19,0,0,53,13,26,126,35.4,78,303.7,744.4,16.9,19,0,0,51.2,14,27.2,126,42.3,35.6,89.5,NA,NA,NA,42017,40.33501133,-75.11291241
Clearfield,2020-06-06T00:00:00Z,2,27,8,87,0,0,0,0,0,0,1,23,3.5,26.7,7.4,82.1,2.4,3.6,0,0,0.1,0,2.4,21.8,7.4,9.2,NA,NA,NA,NA,42033,41.000429,-78.47558343
Bradford,2020-06-06T00:00:00Z,13,38,21,195,0,0,0,0,1,0,7,36,16.8,38,27.6,191.6,0,0,0,0,1.9,0.2,7.8,36.6,34.2,10.8,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Berks,2020-06-06T00:00:00Z,17,59,111,523,22,24,0,0,29,7,21,134,19,57.6,128.1,525.6,20,24.7,0,0,46.9,5.4,20.1,133.6,28.8,21.2,91.7,NA,NA,NA,42011,40.41939635,-75.93077327
Adams,2020-06-06T00:00:00Z,2,8,13,61,0,0,0,0,0,0,1,4,3.7,8.8,21.1,58.5,0,0,0,0,0.5,0,0.5,5.9,25,21.3,NA,NA,NA,NA,42001,39.87209565,-77.22224271
Cambria,2020-06-06T00:00:00Z,23,68,121,256,7,7,0,0,3,1,9,60,22.1,68,120.2,256,6.6,7,0,0,2.1,1,12.4,60,33.8,47.3,100,NA,NA,NA,42021,40.49127491,-78.71894174
Centre,2020-06-06T00:00:00Z,11,24,23,131,3,6,0,0,4,0,1,26,11.1,24,35.1,119.9,5.3,6,0,0,5.4,0,1.1,26,45.8,17.6,50,NA,NA,NA,42027,40.9193135,-77.82500112
Armstrong,2020-06-06T00:00:00Z,7,12,56,81,0,0,0,0,1,0,1,6,7.6,12,51.9,81,0,0,0,0,1.6,0,1.5,6,58.3,69.1,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Beaver,2020-06-06T00:00:00Z,4,13,15,89,0,0,0,0,2,1,1,15,4.4,15.4,12.9,107.1,0,0,0,0,2.2,0.2,0.9,15,30.8,16.9,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Forest,2020-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Dauphin,2020-06-06T00:00:00Z,31,185,43,463,12,70,6,18,46,12,57,138,39.4,184.2,46.2,451.9,14,69.4,6.1,18,51.1,10.3,59.3,139.6,16.8,9.3,17.1,33.3,NA,NA,42043,40.41974636,-76.77960568
Columbia,2020-06-06T00:00:00Z,10,13,32,30,0,0,0,0,0,0,0,12,10.8,13.1,27.5,34.1,0,0,0,0,0,0,0,12,76.9,106.7,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Crawford,2020-06-06T00:00:00Z,7,18,70,138,6,6,0,0,0,0,0,24,7.9,18,83.6,138,5.5,6,0,0,0,0,1,24,38.9,50.7,100,NA,NA,NA,42039,41.68546907,-80.11321083
Elk,2020-06-06T00:00:00Z,7,7,5,19,0,0,0,0,0,0,0,5,6.3,7,4.2,19,0,0,0,0,0,0,0,5,100,26.3,NA,NA,NA,NA,42047,41.42819416,-78.64947713
Jefferson,2020-06-06T00:00:00Z,4,5,44,60,0,0,0,0,0,0,0,17,3.4,5,41.1,60,0,0,0,0,0,0,0,17,80,73.3,NA,NA,NA,NA,42065,41.13139091,-79.00101814
Erie,2020-06-06T00:00:00Z,41,170,135,516,11,19,0,0,10,1,42,157,43,170,138.6,523.2,11.1,19,0,0,11,1.4,41.6,156.2,24.1,26.2,57.9,NA,NA,NA,42049,41.99413787,-80.0407591
Cumberland,2020-06-06T00:00:00Z,36,88,78,348,0,4,0,0,22,4,22,80,43.2,88,59.3,348,0,4,0,0,26.1,4.5,20.4,77.8,40.9,22.4,0,NA,NA,NA,42041,40.16759839,-77.26866271
Fayette,2020-06-06T00:00:00Z,9,15,75,127,0,0,0,0,0,0,6,23,8.8,15,85,127,0,0,0,0,0,0,6,23,60,59.1,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Indiana,2020-06-06T00:00:00Z,7,12,42,102,0,0,0,0,1,1,2,22,5.6,12,46.2,102,0,0,0,0,0.8,0.4,1.6,22,58.3,41.2,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Huntingdon,2020-06-06T00:00:00Z,2,7,37,50,0,0,0,0,0,0,0,4,5,7,38.6,50,0,0,0,0,0,0,0,4,28.6,74,NA,NA,NA,NA,42061,40.416105,-77.9827661
Greene,2020-06-06T00:00:00Z,0,0,1,12,0,0,0,0,0,0,0,5,0,0,5.6,13.6,0,0,0,0,0,0,0,5,NA,8.3,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Franklin,2020-06-06T00:00:00Z,13,34,76,219,3,6,0,0,10,5,12,24,12.5,34,93.5,219,5.2,6,0,0,24,6.5,11.2,24,38.2,34.7,50,NA,NA,NA,42055,39.92786197,-77.72398845
Juniata,2020-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Delaware,2020-06-06T00:00:00Z,16,73,142,465,1,1,0,0,42,5,55,168,23,80.9,135.6,501.7,2.5,6.1,0,0,76.2,15.9,57.9,167.9,21.9,30.5,100,NA,NA,NA,42045,39.91657867,-75.40627712
Fulton,2020-06-06T00:00:00Z,0,0,14,21,0,0,0,0,0,0,0,4,0,0,7.8,21,0,0,0,0,0,0,0,4,NA,66.7,NA,NA,NA,NA,42057,39.92487511,-78.11485045
Lycoming,2020-06-06T00:00:00Z,4,56,95,206,1,7,0,0,4,0,3,40,7.6,56,102.7,207.6,1.4,7,0,0,5.3,0.2,3,40,7.1,46.1,14.3,NA,NA,NA,42081,41.34459792,-77.06942457
Luzerne,2020-06-06T00:00:00Z,14,57,49,385,6,7,0,0,14,2,19,133,15.8,88.1,67.9,383.3,5.1,7,0,0,34.5,3.4,16.8,133,24.6,12.7,85.7,NA,NA,NA,42079,41.17836439,-75.9919961
Mercer,2020-06-06T00:00:00Z,15,34,233,316,0,0,0,0,0,0,0,45,20.4,34,227.1,310.4,0,0,0,0,0.3,0,0,45,44.1,73.7,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Lackawanna,2020-06-06T00:00:00Z,13,50,34,345,10,22,0,0,14,1,16,119,11.9,57,35.9,334.6,7.9,22,0,0,18.8,4,14.4,119,26,9.9,45.5,NA,NA,NA,42069,41.43910064,-75.61218345
Lancaster,2020-06-06T00:00:00Z,17,89,143,517,23,29,0,0,54,8,34,172,18.2,90.7,137.1,522.5,24.1,29,0,0,54.1,7.7,29.9,169.8,19.1,27.7,79.3,NA,NA,NA,42071,40.04590796,-76.25138768
Montgomery,2020-06-06T00:00:00Z,139,339,398,1480,27,35,0,0,170,50,94,306,132.1,353.6,373.9,1416.3,27.4,31.1,0,0,202.3,53.1,96,306,41,26.9,77.1,NA,NA,NA,42091,40.20989874,-75.37252001
Montour,2020-06-06T00:00:00Z,19,130,47,267,15,36,5,14,9,0,36,187,22.3,125,50.9,267,9.1,36,7.1,14,13.4,2.1,29.3,187,14.6,17.6,41.7,35.7,NA,NA,42093,41.02801824,-76.66470527
Mifflin,2020-06-06T00:00:00Z,5,10,37,87,0,0,0,0,0,0,2,15,13.9,26.6,37.8,70.4,0,0,0,0,0,0,1.8,15,50,42.5,NA,NA,NA,NA,42087,40.61274928,-77.62003089
McKean,2020-06-06T00:00:00Z,5,10,25,38,17,29,0,0,0,0,0,8,4.4,10,24.5,38,16.2,29,0,0,0,0,0.1,8,50,65.8,58.6,NA,NA,NA,42083,41.81037074,-78.5712202
Lehigh,2020-06-06T00:00:00Z,28,172,117,1114,15,89,4,13,89,17,70,236,27.3,176.7,109.8,1132.9,21.7,89,4.8,13,113.1,17.5,66.8,236,16.3,10.5,16.9,30.8,NA,NA,42077,40.61464794,-75.60099481
Northampton,2020-06-06T00:00:00Z,7,21,18,144,0,0,0,0,11,0,4,25,8.9,21,18.2,142.7,0,0,0,0,13.2,0,2.5,25,33.3,12.5,NA,NA,NA,NA,42095,40.7545954,-75.31263726
Monroe,2020-06-06T00:00:00Z,13,36,22,240,1,16,0,0,4,0,9,24,5.4,36,17.1,240,0.4,16,0,0,4.9,0.1,4.3,24,36.1,9.2,6.2,NA,NA,NA,42089,41.06091787,-75.34083603
Lawrence,2020-06-06T00:00:00Z,6,12,50,115,0,0,0,0,0,0,7,24,5.6,11.8,57.8,109.9,0,0,0,0,0.4,0.2,7.4,24,50,43.5,NA,NA,NA,NA,42073,40.99325035,-80.33754114
Lebanon,2020-06-06T00:00:00Z,10,18,26,100,0,0,0,0,7,0,0,12,9.8,18.1,40.3,105.2,0,0,0,0,7.6,0.6,1,12.3,55.6,26,NA,NA,NA,NA,42075,40.367597,-76.46182575
Perry,2020-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42099,40.40415317,-77.25907385
Philadelphia,2020-06-06T00:00:00Z,159,804,851,3809,51,101,44,261,334,77,384,1444,192.4,845.9,951.5,3845.9,52,94.2,43.6,255.2,420.3,109.4,400.9,1457.9,19.8,22.3,50.5,16.9,NA,NA,42101,40.00444354,-75.140236
Snyder,2020-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42109,40.77113737,-77.07255968
