county,date,cases,cases_avg_new,cases_cume,cases_rate,cases_avg_new_rate,cases_cume_rate,deaths,deaths_avg_new,deaths_cume,population,deaths_rate,deaths_avg_new_rate,deaths_cume_rate,longitude,latitude
McKean,2020-07-24T00:00:00Z,0,0.1,23,0,0.4,56.6,0,0,1,40625,0,0,2.46,-78.5712202,41.81037074
Butler,2020-07-24T00:00:00Z,8,10.3,534,4.3,5.5,284.3,0,0,14,187853,0,0,7.45,-79.91711779,40.91083185
Franklin,2020-07-24T00:00:00Z,11,19.4,1195,7.1,12.5,770.8,0,0,47,155027,0,0,30.32,-77.72398845,39.92786197
Berks,2020-07-24T00:00:00Z,32,31.4,5010,7.6,7.5,1189.6,0,0.4,369,421164,0,0.1,87.61,-75.93077327,40.41939635
Centre,2020-07-24T00:00:00Z,8,5.6,316,4.9,3.4,194.6,0,0.1,10,162385,0,0.09,6.16,-77.82500112,40.9193135
Fayette,2020-07-24T00:00:00Z,6,8.3,311,4.6,6.4,240.6,1,0.1,5,129274,0.77,0.11,3.87,-79.65189635,39.9194478
Forest,2020-07-24T00:00:00Z,0,0,7,0,0,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Chester,2020-07-24T00:00:00Z,58,48.6,4493,11,9.3,855.8,0,0.7,349,524989,0,0.14,66.48,-75.75626498,39.97487056
Clinton,2020-07-24T00:00:00Z,0,0.6,106,0,1.5,274.4,0,0,5,38632,0,0,12.94,-77.642837599999993,41.23286274
Columbia,2020-07-24T00:00:00Z,1,2.6,449,1.5,4,691.2,0,0,35,64964,0,0,53.88,-76.4100218,41.04912086
Clearfield,2020-07-24T00:00:00Z,4,2,110,5,2.5,138.8,0,0,0,79255,0,0,0,-78.47558343,41.000429
Elk,2020-07-24T00:00:00Z,1,0.3,39,3.3,1,130.4,0,0,2,29910,0,0,6.69,-78.64947713,41.42819416
Bradford,2020-07-24T00:00:00Z,3,1.9,74,5,3.1,122.7,0,0,3,60323,0,0,4.97,-76.51825624,41.79117814
Cumberland,2020-07-24T00:00:00Z,15,13.9,1087,5.9,5.5,429,0,0.3,70,253370,0,0.11,27.63,-77.26866271,40.16759839
Erie,2020-07-24T00:00:00Z,10,11,853,3.7,4.1,316.2,0,0.1,15,269728,0,0.05,5.56,-80.0407591,41.99413787
Cambria,2020-07-24T00:00:00Z,8,7.4,212,6.1,5.7,162.8,0,0,3,130192,0,0,2.3,-78.71894174,40.49127491
Beaver,2020-07-24T00:00:00Z,24,22.7,1106,14.6,13.9,674.7,2,0.7,88,163929,1.22,0.44,53.68,-80.35107356,40.68349245
Armstrong,2020-07-24T00:00:00Z,13,7.7,151,20.1,11.9,233.3,0,0,6,64735,0,0,9.27,-79.47316899,40.81509526
Clarion,2020-07-24T00:00:00Z,1,0.7,72,2.6,1.9,187.3,0,0,2,38438,0,0,5.2,-79.42483608,41.19279129
Adams,2020-07-24T00:00:00Z,2,4.4,444,1.9,4.3,431,0,0.4,18,103009,0,0.42,17.47,-77.22224271,39.87209565
Delaware,2020-07-24T00:00:00Z,101,62.4,8163,17.8,11,1440.3,1,0.9,708,566747,0.18,0.15,124.92,-75.40627712,39.91657867
Cameron,2020-07-24T00:00:00Z,0,0,5,0,0,112.4,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Carbon,2020-07-24T00:00:00Z,4,4,345,6.2,6.2,537.5,0,0,28,64182,0,0,43.63,-75.71107039,40.91936701
Dauphin,2020-07-24T00:00:00Z,21,18.4,2509,7.5,6.6,901.5,0,0.4,157,278299,0,0.15,56.41,-76.77960568,40.41974636
Blair,2020-07-24T00:00:00Z,9,6.6,168,7.4,5.4,137.9,0,0.3,3,121829,0,0.23,2.46,-78.34907687,40.48555024
Allegheny,2020-07-24T00:00:00Z,158,152.9,7163,13,12.6,589,1,1.4,229,1216045,0.08,0.12,18.83,-79.98619843,40.46735543
Crawford,2020-07-24T00:00:00Z,1,1.6,119,1.2,1.9,140.6,0,0,1,84629,0,0,1.18,-80.11321083,41.68546907
Bedford,2020-07-24T00:00:00Z,1,1.7,114,2.1,3.6,238.1,0,0,4,47888,0,0,8.35,-78.49116474,40.00737536
Bucks,2020-07-24T00:00:00Z,46,48.4,6550,7.3,7.7,1042.5,0,0.3,587,628270,0,0.05,93.43,-75.11291241,40.33501133
Lancaster,2020-07-24T00:00:00Z,39,36.4,5265,7.1,6.7,964.8,1,1,406,545724,0.18,0.18,74.4,-76.25138768,40.04590796
Lackawanna,2020-07-24T00:00:00Z,7,7.4,1827,3.3,3.5,871.4,0,0,212,209674,0,0,101.11,-75.61218345,41.43910064
Lebanon,2020-07-24T00:00:00Z,9,7.3,1547,6.3,5.1,1091,0,0,54,141793,0,0,38.08,-76.46182575,40.367597
Lycoming,2020-07-24T00:00:00Z,3,3.9,291,2.6,3.4,256.8,0,0,21,113299,0,0,18.54,-77.06942457,41.34459792
Pike,2020-07-24T00:00:00Z,2,1.4,512,3.6,2.6,917.4,0,0,21,55809,0,0,37.63,-75.03270924,41.332572
Greene,2020-07-24T00:00:00Z,3,2.4,97,8.3,6.7,267.7,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Northumberland,2020-07-24T00:00:00Z,5,3.1,381,5.5,3.5,419.4,0,0.3,13,90843,0,0.31,14.31,-76.71188423,40.85150926
Mifflin,2020-07-24T00:00:00Z,1,1.3,91,2.2,2.8,197.2,0,0,1,46138,0,0,2.17,-77.62003089,40.61274928
Huntingdon,2020-07-24T00:00:00Z,4,1.9,279,8.9,4.1,618,0,0,4,45144,0,0,8.86,-77.9827661,40.416105
Luzerne,2020-07-24T00:00:00Z,25,10.4,3112,7.9,3.3,980.4,0,0,185,317417,0,0,58.28,-75.9919961,41.17836439
Monroe,2020-07-24T00:00:00Z,13,8.3,1530,7.6,4.9,898.6,0,0.1,127,170271,0,0.08,74.59,-75.34083603,41.06091787
Juniata,2020-07-24T00:00:00Z,0,0.7,123,0,2.9,496.7,0,0,6,24763,0,0,24.23,-77.405775,40.53433008
Indiana,2020-07-24T00:00:00Z,15,4.1,204,17.8,4.9,242.6,0,0,6,84073,0,0,7.14,-79.09333493,40.65295497
Philadelphia,2020-07-24T00:00:00Z,209,169.4,29367,13.2,10.7,1853.9,0,1.6,1736,1584064,0,0.1,109.59,-75.140236,40.00444354
Lehigh,2020-07-24T00:00:00Z,42,19,4652,11.4,5.1,1259.6,0,0.1,339,369318,0,0.04,91.79,-75.60099481,40.61464794
Jefferson,2020-07-24T00:00:00Z,1,0.4,49,2.3,1,112.8,0,0,1,43425,0,0,2.3,-79.00101814,41.13139091
Schuylkill,2020-07-24T00:00:00Z,8,4.3,837,5.7,3,592.1,0,0,51,141359,0,0,36.08,-76.22332385,40.70751243
Montour,2020-07-24T00:00:00Z,2,0.7,88,11,3.9,482.7,0,0,3,18230,0,0,16.46,-76.66470527,41.02801824
Fulton,2020-07-24T00:00:00Z,1,0.3,21,6.9,2,144.5,0,0.1,2,14530,0,0.98,13.76,-78.11485045,39.92487511
Montgomery,2020-07-24T00:00:00Z,57,48.3,9411,6.9,5.8,1132.6,1,0.7,862,830915,0.12,0.09,103.74,-75.37252001,40.20989874
Mercer,2020-07-24T00:00:00Z,5,10.3,291,4.6,9.4,265.9,0,0.1,10,109424,0,0.13,9.14,-80.26009411,41.30237777
Potter,2020-07-24T00:00:00Z,0,0.1,20,0,0.9,121,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Northampton,2020-07-24T00:00:00Z,24,13.3,3693,7.9,4.4,1209.7,1,0.3,297,305285,0.33,0.09,97.29,-75.31263726,40.7545954
Lawrence,2020-07-24T00:00:00Z,8,8.1,279,9.4,9.5,326.3,0,0.3,11,85512,0,0.33,12.86,-80.33754114,40.99325035
Perry,2020-07-24T00:00:00Z,1,1.4,106,2.2,3.1,229.1,0,0,5,46272,0,0,10.81,-77.25907385,40.40415317
Snyder,2020-07-24T00:00:00Z,0,1.1,88,0,2.8,218,0,0,2,40372,0,0,4.95,-77.07255968,40.77113737
Westmoreland,2020-07-24T00:00:00Z,20,20.6,1291,5.7,5.9,370,2,0.4,46,348899,0.57,0.12,13.18,-79.47134118,40.310315
Washington,2020-07-24T00:00:00Z,16,16.7,655,7.7,8.1,316.6,0,0.1,11,206865,0,0.07,5.32,-80.25180083,40.19109663
Warren,2020-07-24T00:00:00Z,0,0.1,13,0,0.4,33.2,0,0,1,39191,0,0,2.55,-79.27858158,41.81675237
Venango,2020-07-24T00:00:00Z,0,0.3,53,0,0.6,104.6,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Sullivan,2020-07-24T00:00:00Z,0,0,10,0,0,164.9,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Wayne,2020-07-24T00:00:00Z,1,1.6,154,1.9,3.1,299.8,0,0,9,51361,0,0,17.52,-75.3051535,41.64969805
Wyoming,2020-07-24T00:00:00Z,0,0.7,57,0,2.7,212.7,0,0.1,8,26794,0,0.53,29.86,-76.01813003,41.51892488
Susquehanna,2020-07-24T00:00:00Z,0,1,197,0,2.5,488.5,0,0,26,40328,0,0,64.47,-75.80250303,41.8205686
Tioga,2020-07-24T00:00:00Z,0,0.3,34,0,0.7,83.8,0,0,2,40591,0,0,4.93,-77.25788076,41.77333834
Somerset,2020-07-24T00:00:00Z,0,2,106,0,2.7,144.3,0,0.1,2,73447,0,0.19,2.72,-79.03100206,39.97146299
York,2020-07-24T00:00:00Z,34,25.7,2159,7.6,5.7,480.8,1,1.1,86,449058,0.22,0.25,19.15,-76.72576052,39.92192531
Union,2020-07-24T00:00:00Z,2,1,117,4.5,2.2,260.4,0,0,2,44923,0,0,4.45,-77.06415803,40.96473131
McKean,2020-07-25T00:00:00Z,0,0.1,23,0,0.4,56.6,0,0,1,40625,0,0,2.46,-78.5712202,41.81037074
Delaware,2020-07-25T00:00:00Z,59,64.4,8222,10.4,11.4,1450.7,0,0.9,708,566747,0,0.15,124.92,-75.40627712,39.91657867
Columbia,2020-07-25T00:00:00Z,5,3,454,7.7,4.6,698.8,0,0,35,64964,0,0,53.88,-76.4100218,41.04912086
Dauphin,2020-07-25T00:00:00Z,16,19.6,2525,5.7,7,907.3,1,0.3,158,278299,0.36,0.1,56.77,-76.77960568,40.41974636
Clearfield,2020-07-25T00:00:00Z,1,2.1,111,1.3,2.7,140.1,0,0,0,79255,0,0,0,-78.47558343,41.000429
Cameron,2020-07-25T00:00:00Z,0,0,5,0,0,112.4,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Bucks,2020-07-25T00:00:00Z,36,48,6586,5.7,7.6,1048.3,0,0.3,587,628270,0,0.05,93.43,-75.11291241,40.33501133
Bedford,2020-07-25T00:00:00Z,10,2.6,124,20.9,5.4,258.9,0,0,4,47888,0,0,8.35,-78.49116474,40.00737536
Erie,2020-07-25T00:00:00Z,7,10.7,860,2.6,4,318.8,0,0.1,15,269728,0,0.05,5.56,-80.0407591,41.99413787
Bradford,2020-07-25T00:00:00Z,0,1.6,74,0,2.6,122.7,0,0,3,60323,0,0,4.97,-76.51825624,41.79117814
Clinton,2020-07-25T00:00:00Z,3,1,109,7.8,2.6,282.1,0,0,5,38632,0,0,12.94,-77.642837599999993,41.23286274
Berks,2020-07-25T00:00:00Z,15,29.6,5025,3.6,7,1193.1,0,0.3,369,421164,0,0.07,87.61,-75.93077327,40.41939635
Fayette,2020-07-25T00:00:00Z,5,7.9,316,3.9,6.1,244.4,0,0.1,5,129274,0,0.11,3.87,-79.65189635,39.9194478
Centre,2020-07-25T00:00:00Z,14,7.1,330,8.6,4.4,203.2,0,0.1,10,162385,0,0.09,6.16,-77.82500112,40.9193135
Blair,2020-07-25T00:00:00Z,4,6.3,172,3.3,5.2,141.2,0,0.3,3,121829,0,0.23,2.46,-78.34907687,40.48555024
Crawford,2020-07-25T00:00:00Z,1,1.7,120,1.2,2,141.8,0,0,1,84629,0,0,1.18,-80.11321083,41.68546907
Carbon,2020-07-25T00:00:00Z,7,4.7,352,10.9,7.3,548.4,0,0,28,64182,0,0,43.63,-75.71107039,40.91936701
Elk,2020-07-25T00:00:00Z,0,0.3,39,0,1,130.4,0,0,2,29910,0,0,6.69,-78.64947713,41.42819416
Allegheny,2020-07-25T00:00:00Z,115,148.4,7278,9.5,12.2,598.5,6,1.7,235,1216045,0.49,0.14,19.32,-79.98619843,40.46735543
Cambria,2020-07-25T00:00:00Z,5,8.1,217,3.8,6.3,166.7,0,0,3,130192,0,0,2.3,-78.71894174,40.49127491
Cumberland,2020-07-25T00:00:00Z,17,15.1,1104,6.7,6,435.7,0,0.1,70,253370,0,0.06,27.63,-77.26866271,40.16759839
Butler,2020-07-25T00:00:00Z,11,11.3,545,5.9,6,290.1,1,0.1,15,187853,0.53,0.08,7.98,-79.91711779,40.91083185
Beaver,2020-07-25T00:00:00Z,10,23,1116,6.1,14,680.8,2,1,90,163929,1.22,0.61,54.9,-80.35107356,40.68349245
Franklin,2020-07-25T00:00:00Z,4,18.9,1199,2.6,12.2,773.4,0,0,47,155027,0,0,30.32,-77.72398845,39.92786197
Armstrong,2020-07-25T00:00:00Z,12,7,163,18.5,10.8,251.8,0,0,6,64735,0,0,9.27,-79.47316899,40.81509526
Adams,2020-07-25T00:00:00Z,0,4.3,444,0,4.2,431,1,0.4,19,103009,0.97,0.42,18.44,-77.22224271,39.87209565
Clarion,2020-07-25T00:00:00Z,0,0.7,72,0,1.9,187.3,0,0,2,38438,0,0,5.2,-79.42483608,41.19279129
Forest,2020-07-25T00:00:00Z,0,0,7,0,0,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Chester,2020-07-25T00:00:00Z,35,46.1,4528,6.7,8.8,862.5,1,0.7,350,524989,0.19,0.14,66.67,-75.75626498,39.97487056
Mercer,2020-07-25T00:00:00Z,3,9.3,294,2.7,8.5,268.7,0,0.1,10,109424,0,0.13,9.14,-80.26009411,41.30237777
Luzerne,2020-07-25T00:00:00Z,14,11.4,3126,4.4,3.6,984.8,0,0,185,317417,0,0,58.28,-75.9919961,41.17836439
Mifflin,2020-07-25T00:00:00Z,1,1.4,92,2.2,3.1,199.4,0,0,1,46138,0,0,2.17,-77.62003089,40.61274928
Northampton,2020-07-25T00:00:00Z,17,14.4,3710,5.6,4.7,1215.3,0,0.3,297,305285,0,0.09,97.29,-75.31263726,40.7545954
Indiana,2020-07-25T00:00:00Z,12,5.7,216,14.3,6.8,256.9,0,0,6,84073,0,0,7.14,-79.09333493,40.65295497
Philadelphia,2020-07-25T00:00:00Z,161,169.3,29528,10.2,10.7,1864.1,0,1.1,1736,1584064,0,0.07,109.59,-75.140236,40.00444354
Lawrence,2020-07-25T00:00:00Z,8,9,287,9.4,10.5,335.6,1,0.4,12,85512,1.17,0.5,14.03,-80.33754114,40.99325035
Lehigh,2020-07-25T00:00:00Z,19,20.7,4671,5.1,5.6,1264.8,0,0.1,339,369318,0,0.04,91.79,-75.60099481,40.61464794
Potter,2020-07-25T00:00:00Z,0,0.1,20,0,0.9,121,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Lancaster,2020-07-25T00:00:00Z,46,38,5311,8.4,7,973.2,1,1,407,545724,0.18,0.18,74.58,-76.25138768,40.04590796
Lackawanna,2020-07-25T00:00:00Z,4,7.1,1831,1.9,3.4,873.3,0,0,212,209674,0,0,101.11,-75.61218345,41.43910064
Fulton,2020-07-25T00:00:00Z,0,0.3,21,0,2,144.5,0,0.1,2,14530,0,0.98,13.76,-78.11485045,39.92487511
Northumberland,2020-07-25T00:00:00Z,1,3,382,1.1,3.3,420.5,0,0.3,13,90843,0,0.31,14.31,-76.71188423,40.85150926
Huntingdon,2020-07-25T00:00:00Z,3,2.3,282,6.6,5.1,624.7,0,0,4,45144,0,0,8.86,-77.9827661,40.416105
Perry,2020-07-25T00:00:00Z,1,1.6,107,2.2,3.4,231.2,0,0,5,46272,0,0,10.81,-77.25907385,40.40415317
Juniata,2020-07-25T00:00:00Z,1,0.7,124,4,2.9,500.7,0,0,6,24763,0,0,24.23,-77.405775,40.53433008
Jefferson,2020-07-25T00:00:00Z,1,0.4,50,2.3,1,115.1,0,0,1,43425,0,0,2.3,-79.00101814,41.13139091
Lycoming,2020-07-25T00:00:00Z,1,3.4,292,0.9,3,257.7,0,0,21,113299,0,0,18.54,-77.06942457,41.34459792
Pike,2020-07-25T00:00:00Z,2,1.4,514,3.6,2.6,921,0,0,21,55809,0,0,37.63,-75.03270924,41.332572
Lebanon,2020-07-25T00:00:00Z,2,6.6,1549,1.4,4.6,1092.4,0,0,54,141793,0,0,38.08,-76.46182575,40.367597
Monroe,2020-07-25T00:00:00Z,0,7.7,1530,0,4.5,898.6,0,0.1,127,170271,0,0.08,74.59,-75.34083603,41.06091787
Greene,2020-07-25T00:00:00Z,0,1.9,97,0,5.1,267.7,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Schuylkill,2020-07-25T00:00:00Z,4,3.4,841,2.8,2.4,594.9,0,0,51,141359,0,0,36.08,-76.22332385,40.70751243
Montour,2020-07-25T00:00:00Z,2,1,90,11,5.5,493.7,0,0,3,18230,0,0,16.46,-76.66470527,41.02801824
Montgomery,2020-07-25T00:00:00Z,58,50.3,9469,7,6.1,1139.6,1,0.7,863,830915,0.12,0.09,103.86,-75.37252001,40.20989874
Warren,2020-07-25T00:00:00Z,0,0,13,0,0,33.2,0,0,1,39191,0,0,2.55,-79.27858158,41.81675237
Sullivan,2020-07-25T00:00:00Z,0,0,10,0,0,164.9,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Susquehanna,2020-07-25T00:00:00Z,0,1,197,0,2.5,488.5,0,0,26,40328,0,0,64.47,-75.80250303,41.8205686
Union,2020-07-25T00:00:00Z,5,1.6,122,11.1,3.5,271.6,0,0,2,44923,0,0,4.45,-77.06415803,40.96473131
Wyoming,2020-07-25T00:00:00Z,0,0.6,57,0,2.1,212.7,0,0.1,8,26794,0,0.53,29.86,-76.01813003,41.51892488
Snyder,2020-07-25T00:00:00Z,0,1.1,88,0,2.8,218,0,0,2,40372,0,0,4.95,-77.07255968,40.77113737
Venango,2020-07-25T00:00:00Z,2,0.6,55,3.9,1.1,108.5,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Washington,2020-07-25T00:00:00Z,15,16.3,670,7.3,7.9,323.9,0,0.1,11,206865,0,0.07,5.32,-80.25180083,40.19109663
Tioga,2020-07-25T00:00:00Z,0,0.3,34,0,0.7,83.8,0,0,2,40591,0,0,4.93,-77.25788076,41.77333834
Somerset,2020-07-25T00:00:00Z,0,1.7,106,0,2.3,144.3,0,0.1,2,73447,0,0.19,2.72,-79.03100206,39.97146299
York,2020-07-25T00:00:00Z,13,25.7,2172,2.9,5.7,483.7,1,1,87,449058,0.22,0.22,19.37,-76.72576052,39.92192531
Wayne,2020-07-25T00:00:00Z,1,1.7,155,1.9,3.3,301.8,0,0,9,51361,0,0,17.52,-75.3051535,41.64969805
Westmoreland,2020-07-25T00:00:00Z,29,22.1,1320,8.3,6.3,378.3,0,0.4,46,348899,0,0.12,13.18,-79.47134118,40.310315
McKean,2020-07-26T00:00:00Z,0,0.1,23,0,0.4,56.6,0,0,1,40625,0,0,2.46,-78.5712202,41.81037074
Armstrong,2020-07-26T00:00:00Z,3,6.7,166,4.6,10.4,256.4,0,0,6,64735,0,0,9.27,-79.47316899,40.81509526
Bucks,2020-07-26T00:00:00Z,22,46.7,6608,3.5,7.4,1051.8,0,0.3,587,628270,0,0.05,93.43,-75.11291241,40.33501133
Allegheny,2020-07-26T00:00:00Z,173,148.4,7451,14.2,12.2,612.7,5,2.1,240,1216045,0.41,0.18,19.74,-79.98619843,40.46735543
Clarion,2020-07-26T00:00:00Z,0,0.7,72,0,1.9,187.3,0,0,2,38438,0,0,5.2,-79.42483608,41.19279129
Dauphin,2020-07-26T00:00:00Z,19,20,2544,6.8,7.2,914.1,0,0.3,158,278299,0,0.1,56.77,-76.77960568,40.41974636
Beaver,2020-07-26T00:00:00Z,9,22.9,1125,5.5,13.9,686.3,0,0.9,90,163929,0,0.52,54.9,-80.35107356,40.68349245
Adams,2020-07-26T00:00:00Z,0,4.1,444,0,4,431,0,0.4,19,103009,0,0.42,18.44,-77.22224271,39.87209565
Delaware,2020-07-26T00:00:00Z,73,69.3,8295,12.9,12.2,1463.6,0,0.7,708,566747,0,0.13,124.92,-75.40627712,39.91657867
Carbon,2020-07-26T00:00:00Z,0,4.3,352,0,6.7,548.4,0,0,28,64182,0,0,43.63,-75.71107039,40.91936701
Berks,2020-07-26T00:00:00Z,21,28.4,5046,5,6.8,1198.1,0,0.3,369,421164,0,0.07,87.61,-75.93077327,40.41939635
Crawford,2020-07-26T00:00:00Z,0,1.4,120,0,1.7,141.8,0,0,1,84629,0,0,1.18,-80.11321083,41.68546907
Blair,2020-07-26T00:00:00Z,0,5.3,172,0,4.3,141.2,0,0.3,3,121829,0,0.23,2.46,-78.34907687,40.48555024
Centre,2020-07-26T00:00:00Z,4,6.1,334,2.5,3.8,205.7,0,0.1,10,162385,0,0.09,6.16,-77.82500112,40.9193135
Cameron,2020-07-26T00:00:00Z,0,0,5,0,0,112.4,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Chester,2020-07-26T00:00:00Z,40,47.7,4568,7.6,9.1,870.1,0,0.4,350,524989,0,0.08,66.67,-75.75626498,39.97487056
Fayette,2020-07-26T00:00:00Z,2,6.7,318,1.5,5.2,246,0,0.1,5,129274,0,0.11,3.87,-79.65189635,39.9194478
Forest,2020-07-26T00:00:00Z,0,0,7,0,0,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Franklin,2020-07-26T00:00:00Z,9,18.1,1208,5.8,11.7,779.2,0,0,47,155027,0,0,30.32,-77.72398845,39.92786197
Clinton,2020-07-26T00:00:00Z,0,0.9,109,0,2.2,282.1,1,0.1,6,38632,2.59,0.37,15.53,-77.642837599999993,41.23286274
Columbia,2020-07-26T00:00:00Z,0,2.6,454,0,4,698.8,0,0,35,64964,0,0,53.88,-76.4100218,41.04912086
Bradford,2020-07-26T00:00:00Z,0,1.1,74,0,1.9,122.7,0,0,3,60323,0,0,4.97,-76.51825624,41.79117814
Butler,2020-07-26T00:00:00Z,7,11.7,552,3.7,6.2,293.8,0,0.1,15,187853,0,0.08,7.98,-79.91711779,40.91083185
Cambria,2020-07-26T00:00:00Z,1,7.4,218,0.8,5.7,167.4,0,0,3,130192,0,0,2.3,-78.71894174,40.49127491
Elk,2020-07-26T00:00:00Z,0,0.3,39,0,1,130.4,0,0,2,29910,0,0,6.69,-78.64947713,41.42819416
Cumberland,2020-07-26T00:00:00Z,22,16.9,1126,8.7,6.7,444.4,0,0,70,253370,0,0,27.63,-77.26866271,40.16759839
Bedford,2020-07-26T00:00:00Z,0,2.6,124,0,5.4,258.9,0,0,4,47888,0,0,8.35,-78.49116474,40.00737536
Clearfield,2020-07-26T00:00:00Z,1,2.3,112,1.3,2.9,141.3,0,0,0,79255,0,0,0,-78.47558343,41.000429
Erie,2020-07-26T00:00:00Z,9,11.1,869,3.3,4.1,322.2,1,0.3,16,269728,0.37,0.11,5.93,-80.0407591,41.99413787
Montour,2020-07-26T00:00:00Z,1,0.9,91,5.5,4.7,499.2,0,0,3,18230,0,0,16.46,-76.66470527,41.02801824
Jefferson,2020-07-26T00:00:00Z,0,0.4,50,0,1,115.1,0,0,1,43425,0,0,2.3,-79.00101814,41.13139091
Montgomery,2020-07-26T00:00:00Z,50,52.6,9519,6,6.3,1145.6,0,0.7,863,830915,0,0.09,103.86,-75.37252001,40.20989874
Fulton,2020-07-26T00:00:00Z,0,0.3,21,0,2,144.5,0,0,2,14530,0,0,13.76,-78.11485045,39.92487511
Luzerne,2020-07-26T00:00:00Z,13,12.7,3139,4.1,4,988.9,0,0,185,317417,0,0,58.28,-75.9919961,41.17836439
Schuylkill,2020-07-26T00:00:00Z,1,3.3,842,0.7,2.3,595.6,0,0,51,141359,0,0,36.08,-76.22332385,40.70751243
Potter,2020-07-26T00:00:00Z,0,0.1,20,0,0.9,121,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Lawrence,2020-07-26T00:00:00Z,4,8.1,291,4.7,9.5,340.3,0,0.3,12,85512,0,0.33,14.03,-80.33754114,40.99325035
Juniata,2020-07-26T00:00:00Z,2,0.7,126,8.1,2.9,508.8,0,0,6,24763,0,0,24.23,-77.405775,40.53433008
Perry,2020-07-26T00:00:00Z,1,1.7,108,2.2,3.7,233.4,0,0,5,46272,0,0,10.81,-77.25907385,40.40415317
Northampton,2020-07-26T00:00:00Z,14,15.6,3724,4.6,5.1,1219.8,0,0.3,297,305285,0,0.09,97.29,-75.31263726,40.7545954
Lycoming,2020-07-26T00:00:00Z,7,3.4,299,6.2,3,263.9,0,0,21,113299,0,0,18.54,-77.06942457,41.34459792
Pike,2020-07-26T00:00:00Z,0,1.3,514,0,2.3,921,1,0.1,22,55809,1.79,0.26,39.42,-75.03270924,41.332572
Lackawanna,2020-07-26T00:00:00Z,6,7.6,1837,2.9,3.6,876.1,0,0,212,209674,0,0,101.11,-75.61218345,41.43910064
Philadelphia,2020-07-26T00:00:00Z,142,173.1,29670,9,10.9,1873,2,1,1738,1584064,0.13,0.06,109.72,-75.140236,40.00444354
Greene,2020-07-26T00:00:00Z,1,1.7,98,2.8,4.7,270.5,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Lebanon,2020-07-26T00:00:00Z,4,6.9,1553,2.8,4.8,1095.3,0,0,54,141793,0,0,38.08,-76.46182575,40.367597
Mifflin,2020-07-26T00:00:00Z,0,1.3,92,0,2.8,199.4,0,0,1,46138,0,0,2.17,-77.62003089,40.61274928
Northumberland,2020-07-26T00:00:00Z,2,3.1,384,2.2,3.5,422.7,0,0.3,13,90843,0,0.31,14.31,-76.71188423,40.85150926
Indiana,2020-07-26T00:00:00Z,5,6.3,221,5.9,7.5,262.9,0,0,6,84073,0,0,7.14,-79.09333493,40.65295497
Huntingdon,2020-07-26T00:00:00Z,1,2.1,283,2.2,4.7,626.9,0,0,4,45144,0,0,8.86,-77.9827661,40.416105
Mercer,2020-07-26T00:00:00Z,4,8,298,3.7,7.3,272.3,0,0,10,109424,0,0,9.14,-80.26009411,41.30237777
Lancaster,2020-07-26T00:00:00Z,15,35.4,5326,2.7,6.5,976,0,1,407,545724,0,0.18,74.58,-76.25138768,40.04590796
Monroe,2020-07-26T00:00:00Z,6,8,1536,3.5,4.7,902.1,0,0.1,127,170271,0,0.08,74.59,-75.34083603,41.06091787
Lehigh,2020-07-26T00:00:00Z,21,21.4,4692,5.7,5.8,1270.4,0,0.1,339,369318,0,0.04,91.79,-75.60099481,40.61464794
Union,2020-07-26T00:00:00Z,2,1.9,124,4.5,4.1,276,0,0,2,44923,0,0,4.45,-77.06415803,40.96473131
York,2020-07-26T00:00:00Z,19,25.7,2191,4.2,5.7,487.9,1,1,88,449058,0.22,0.22,19.6,-76.72576052,39.92192531
Tioga,2020-07-26T00:00:00Z,0,0.3,34,0,0.7,83.8,0,0,2,40591,0,0,4.93,-77.25788076,41.77333834
Somerset,2020-07-26T00:00:00Z,5,2.4,111,6.8,3.3,151.1,0,0.1,2,73447,0,0.19,2.72,-79.03100206,39.97146299
Susquehanna,2020-07-26T00:00:00Z,0,1,197,0,2.5,488.5,0,0,26,40328,0,0,64.47,-75.80250303,41.8205686
Wyoming,2020-07-26T00:00:00Z,0,0.6,57,0,2.1,212.7,0,0.1,8,26794,0,0.53,29.86,-76.01813003,41.51892488
Venango,2020-07-26T00:00:00Z,0,0.6,55,0,1.1,108.5,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Westmoreland,2020-07-26T00:00:00Z,12,20.9,1332,3.4,6,381.8,0,0.4,46,348899,0,0.12,13.18,-79.47134118,40.310315
